Proficiency level,Preferred subjects,Preferred study times,Goals,quiz scores,Completion rates,Time spent on different types of content,Curriculum structure,Available content,External factors,Learning style
advanced,Cloud Computing,Night,Long-term,91,8,35,Exam,video,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Long-term,91,8,37,Exam,video,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Long-term,91,8,46,Exam,video,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Long-term,91,8,27,Exam,video,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Long-term,91,8,22,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,91,8,28,Exam,video,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Long-term,91,8,20,Exam,video,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Long-term,91,8,35,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,91,7,44,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,91,7,28,Exam,video,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Long-term,91,7,14,Exam,video,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Long-term,91,7,46,Exam,video,Upcoming Exams,Visual
advanced,Web Development,Night,Long-term,91,7,54,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,91,7,2,Exam,video,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Long-term,91,7,47,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,91,7,29,Exam,video,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Long-term,91,7,25,Exam,video,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Long-term,91,7,33,Exam,video,Upcoming Exams,Visual
advanced,Web Development,Night,Long-term,91,7,54,Exam,video,Upcoming Exams,Visual
advanced,Database Management,Night,Long-term,94,7,56,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,94,7,39,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,94,7,40,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,94,7,26,Exam,video,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Long-term,94,7,32,Exam,video,Upcoming Exams,Visual
advanced,Web Development,Night,Long-term,94,7,6,Exam,video,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Long-term,94,7,16,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,94,7,48,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,94,7,55,Exam,video,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Long-term,94,7,24,Exam,video,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Long-term,94,7,34,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,94,7,9,Exam,video,Upcoming Exams,Visual
advanced,Web Development,Night,Long-term,94,7,32,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,94,7,33,Exam,video,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Long-term,94,7,8,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,94,7,19,Exam,video,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Long-term,94,7,40,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,94,7,24,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,94,7,59,Exam,video,Upcoming Exams,Visual
advanced,Web Development,Night,Long-term,94,7,52,Exam,video,Upcoming Exams,Visual
advanced,IT Project Management,Night,Long-term,94,7,23,Exam,video,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Long-term,94,7,58,Exam,video,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Long-term,94,7,4,Exam,video,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Long-term,94,7,40,Exam,video,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Long-term,94,7,24,Exam,video,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,45,3,37,Exam,video,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,45,3,45,Exam,video,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,45,3,15,Exam,video,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,45,3,51,Exam,video,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,45,3,52,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,45,3,18,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,45,3,6,Exam,video,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,45,3,15,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,45,3,29,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,45,3,41,Exam,video,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,45,3,38,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,45,3,15,Exam,video,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,45,3,22,Exam,video,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,45,3,37,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,45,3,6,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,45,3,1,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,45,3,36,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,45,3,35,Exam,video,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,45,3,9,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,9,Exam,video,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,46,3,39,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,10,Exam,video,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,46,3,60,Exam,video,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,3,17,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,30,Exam,video,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,3,2,Exam,video,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,46,3,10,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,3,17,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,5,Exam,video,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,46,3,59,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,41,Exam,video,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,3,23,Exam,video,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,3,50,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,46,3,35,Exam,video,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,3,13,Exam,video,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,3,12,Exam,video,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,46,3,58,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,3,52,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,37,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,28,Exam,video,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,29,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,46,3,51,Exam,video,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,46,3,18,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,3,35,Exam,video,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,3,59,Exam,video,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,3,30,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,54,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,2,Exam,video,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,46,3,17,Exam,video,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,30,Exam,video,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,3,7,Exam,video,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,46,3,47,Exam,text,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,46,3,56,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,3,38,Exam,text,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,3,33,Exam,text,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,3,40,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,36,Exam,text,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,46,3,30,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,25,Exam,text,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,3,26,Exam,text,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,46,3,16,Exam,text,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,3,6,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,3,54,Exam,text,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,46,3,34,Exam,text,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,46,3,46,Exam,text,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,46,3,41,Exam,text,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,3,5,Exam,text,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,2,1,Exam,text,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,2,20,Exam,text,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,2,39,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,2,56,Exam,text,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,2,22,Exam,text,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,46,2,17,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,2,49,Exam,text,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,2,59,Exam,text,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,2,46,Exam,text,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,46,2,36,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,2,53,Exam,text,Upcoming Exams,Auditory
beginner,Web Development,Night,Long-term,46,2,58,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,2,19,Exam,text,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,46,2,6,Exam,text,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,46,2,39,Exam,text,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,46,2,4,Exam,text,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,2,18,Exam,text,Upcoming Exams,Auditory
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,46,2,9,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,46,2,12,Exam,text,Upcoming Exams,Auditory
beginner,Cloud Computing,Night,Long-term,46,2,55,Exam,text,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,46,2,45,Exam,text,Upcoming Exams,Auditory
beginner,Devops and Systems Integration,Night,Long-term,56,2,29,Exam,text,Upcoming Exams,Auditory
beginner,Network and System Administration,Night,Long-term,56,2,25,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,56,2,16,Exam,text,Upcoming Exams,Auditory
beginner,CyberSecurity,Night,Long-term,56,2,44,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,56,2,11,Exam,text,Upcoming Exams,Auditory
beginner,IT Project Management,Night,Long-term,56,2,58,Exam,text,Upcoming Exams,Auditory
beginner,Data Science and Analytics,Night,Long-term,56,2,10,Exam,text,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,56,2,16,Exam,text,Upcoming Exams,Auditory
beginner,Software Engineering and Development,Night,Long-term,56,2,25,Exam,text,Upcoming Exams,Auditory
beginner,Database Management,Night,Long-term,64,2,15,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,64,2,2,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,64,2,29,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,64,2,25,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,64,2,39,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,64,2,38,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,64,2,26,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,64,2,17,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,64,2,53,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,64,2,36,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,64,2,38,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,64,2,32,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,64,2,38,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,64,2,43,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,64,2,30,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,64,2,23,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,64,2,5,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,64,2,18,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,64,2,49,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,1,2,4,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,2,2,43,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,3,2,4,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,4,2,49,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,5,2,39,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,6,2,26,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,7,2,41,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,8,2,57,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,9,2,25,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,10,2,51,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,11,2,31,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,12,2,40,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,13,2,29,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,14,2,28,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,15,2,60,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,16,2,8,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,17,2,57,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,18,2,22,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,19,2,25,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,20,2,51,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,21,2,35,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,22,2,25,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,23,2,30,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,24,2,46,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,25,2,17,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,26,2,49,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,27,2,24,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,28,2,11,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,29,2,13,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,30,2,42,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,31,2,30,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,32,2,37,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,33,2,1,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,34,2,13,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,35,2,18,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,36,2,42,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,37,2,22,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,38,2,20,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,39,2,15,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,40,2,10,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,41,2,1,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,42,2,13,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,43,2,32,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,44,2,26,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,45,2,30,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,46,2,47,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,47,2,1,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,48,2,56,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,49,2,36,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,50,2,37,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,51,2,30,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,52,2,42,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,53,1,13,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,54,1,38,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,55,1,53,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,56,1,8,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,57,1,12,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,58,1,14,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,59,1,32,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,60,1,37,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,61,1,44,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,62,1,32,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,63,1,10,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,64,1,5,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,65,1,45,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,66,1,56,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,67,1,37,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,68,1,8,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,69,1,2,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,70,1,1,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,71,1,39,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,72,1,22,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,73,1,28,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,74,1,23,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,75,1,48,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,76,1,41,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,77,1,17,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,78,1,12,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,79,1,44,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,80,1,22,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,81,1,54,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,82,1,50,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,4,1,7,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,5,1,28,Exam,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,6,1,36,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,7,1,37,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,8,1,20,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,9,1,43,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,10,1,35,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,11,1,10,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,12,1,27,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,13,1,50,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,14,1,33,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,15,1,19,Exam,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,16,1,18,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,17,1,9,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,18,1,24,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,19,1,38,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,20,1,26,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,21,1,18,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,22,1,46,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,23,1,34,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,24,1,22,Exam,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,25,1,22,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,26,1,39,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,27,1,23,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,28,1,37,Knowledge,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,29,1,10,Knowledge,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,30,1,30,Knowledge,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,31,1,9,Knowledge,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,32,1,11,Knowledge,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,33,1,55,Knowledge,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,34,1,27,Knowledge,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,35,1,34,Knowledge,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,36,1,22,Knowledge,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,37,1,47,Knowledge,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,38,1,15,Knowledge,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,39,1,32,Knowledge,text,Upcoming Exams,Visual
beginner,Cloud Computing,Night,Long-term,40,1,43,Knowledge,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,41,1,41,Knowledge,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,42,1,51,Knowledge,text,Upcoming Exams,Visual
beginner,Web Development,Night,Long-term,43,1,27,Knowledge,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,44,1,13,Knowledge,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,45,1,54,Knowledge,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,46,1,39,Knowledge,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Night,Long-term,47,1,20,Knowledge,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,48,1,15,Knowledge,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,49,1,52,Knowledge,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,50,4,53,Knowledge,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,51,4,16,Knowledge,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Night,Long-term,52,4,33,Knowledge,text,Upcoming Exams,Visual
beginner,Artificial Intelligence and Machine Learning,Night,Long-term,53,4,45,Knowledge,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,54,4,14,Knowledge,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,55,4,36,Knowledge,text,Upcoming Exams,Visual
beginner,IT Project Management,Night,Long-term,56,4,41,Knowledge,text,Upcoming Exams,Visual
beginner,Database Management,Night,Long-term,57,4,55,Knowledge,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Night,Long-term,58,4,23,Knowledge,text,Upcoming Exams,Visual
beginner,Network and System Administration,Night,Long-term,59,4,11,Knowledge,text,Upcoming Exams,Visual
beginner,CyberSecurity,Night,Long-term,60,4,6,Knowledge,text,Upcoming Exams,Visual
