Proficiency level,Preferred subjects,Preferred study times,Goals,Quiz scores,Completion rates,Time spent on different types of content,Curriculum structure,Available content,External factors,Learning style
Low,Software,Night,Long-term,4,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,5,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,6,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,7,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,8,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,9,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,10,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,11,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,12,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,13,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,14,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,15,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,16,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,17,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,18,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,19,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,20,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,21,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,22,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,23,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,24,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,25,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,26,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,27,1,5,Exam,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,28,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,29,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,30,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,31,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,32,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,33,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,34,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,35,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,36,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,37,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,38,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,39,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,40,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,41,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,42,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,43,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,44,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,45,1,5,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,46,1,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,47,1,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,48,1,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,49,1,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,50,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,51,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,52,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,53,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,54,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,55,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,56,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,57,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,58,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,59,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,60,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,62,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,63,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,64,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,65,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,66,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,67,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,68,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,69,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,70,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Night,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,61,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Tutorials,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,4,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,62,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Low,Software,Morning,Long-term,18,3,3,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,67,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,68,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,69,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,70,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,71,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,72,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,73,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,74,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,76,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,77,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,78,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,79,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,80,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,81,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,82,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,83,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,84,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,85,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,87,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,88,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,90,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,91,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,92,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,93,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,94,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,95,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,96,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,97,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,98,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Upcoming Exams,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,75,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,86,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,7,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Lectures,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,89,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,9,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
Medium,Software,Morning,Short-term,78,6,10,Knowledge,Interactive Exercises,Time Constraints,Visual
