Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
CyberSecurity,55,58,47,intermediate,video
Software Engineering and Development,55,53,45,intermediate,video
Data Science and Analytics,64,65,41,intermediate,video
Cloud Computing,55,66,53,intermediate,video
CyberSecurity,52,46,64,intermediate,assignment
Web Development,64,48,55,intermediate,assignment
CyberSecurity,49,49,64,intermediate,quiz
Devops and Systems Integration,59,52,56,intermediate,assignment
Cloud Computing,53,45,47,intermediate,assignment
Devops and Systems Integration,62,46,66,intermediate,assignment
Artificial Intelligence and Machine Learning,42,48,65,intermediate,quiz
Database Management,59,60,49,intermediate,video
IT Project Management,58,51,62,intermediate,assignment
Software Engineering and Development,58,60,55,intermediate,video
Network and System Administration,51,69,59,intermediate,quiz
CyberSecurity,42,53,67,intermediate,quiz
Artificial Intelligence and Machine Learning,59,67,45,intermediate,video
Database Management,56,47,43,intermediate,video
CyberSecurity,57,48,56,intermediate,assignment
Data Science and Analytics,47,43,58,intermediate,assignment
Cloud Computing,43,47,60,intermediate,quiz
Data Science and Analytics,61,67,41,intermediate,video
Devops and Systems Integration,68,55,62,intermediate,assignment
Data Science and Analytics,42,59,54,intermediate,quiz
Artificial Intelligence and Machine Learning,66,52,53,intermediate,assignment
IT Project Management,61,62,68,intermediate,quiz
Data Science and Analytics,63,63,54,intermediate,video
Web Development,60,55,47,intermediate,video
Database Management,59,45,44,intermediate,video
Database Management,67,68,48,intermediate,video
Devops and Systems Integration,54,53,50,intermediate,video
Devops and Systems Integration,41,64,58,intermediate,quiz
Devops and Systems Integration,43,68,65,intermediate,quiz
IT Project Management,44,48,57,intermediate,quiz
Artificial Intelligence and Machine Learning,44,66,61,intermediate,quiz
Data Science and Analytics,69,54,43,intermediate,video
Devops and Systems Integration,59,45,51,intermediate,assignment
Cloud Computing,57,55,44,intermediate,video
Cloud Computing,55,46,65,intermediate,assignment
IT Project Management,66,51,62,intermediate,assignment
Database Management,66,64,44,intermediate,video
Cloud Computing,53,68,67,intermediate,quiz
Network and System Administration,63,62,44,intermediate,video
Devops and Systems Integration,63,60,66,intermediate,assignment
Web Development,56,46,70,intermediate,assignment
Software Engineering and Development,64,67,58,intermediate,video
Devops and Systems Integration,62,57,63,intermediate,assignment
CyberSecurity,56,68,70,intermediate,quiz
Network and System Administration,60,53,58,intermediate,assignment
IT Project Management,55,56,64,intermediate,quiz
Software Engineering and Development,51,67,57,intermediate,quiz
IT Project Management,57,51,55,intermediate,assignment
Devops and Systems Integration,49,61,55,intermediate,quiz
Data Science and Analytics,60,47,68,intermediate,assignment
Cloud Computing,62,64,49,intermediate,video
IT Project Management,45,45,65,intermediate,quiz
Data Science and Analytics,43,50,46,intermediate,quiz
Network and System Administration,69,54,44,intermediate,video
Network and System Administration,67,62,66,intermediate,assignment
Database Management,54,42,61,intermediate,assignment
Devops and Systems Integration,65,41,43,intermediate,assignment
Cloud Computing,69,63,41,intermediate,video
Cloud Computing,67,69,52,intermediate,video
Network and System Administration,68,67,66,intermediate,video
Devops and Systems Integration,60,51,58,intermediate,assignment
IT Project Management,65,67,49,intermediate,video
Data Science and Analytics,56,58,44,intermediate,video
Cloud Computing,48,65,49,intermediate,quiz
Artificial Intelligence and Machine Learning,48,41,47,intermediate,assignment
Devops and Systems Integration,52,50,55,intermediate,assignment
Artificial Intelligence and Machine Learning,44,68,59,intermediate,quiz
Network and System Administration,68,61,53,intermediate,video
IT Project Management,46,67,46,intermediate,quiz
Software Engineering and Development,55,54,60,intermediate,assignment
Cloud Computing,44,64,56,intermediate,quiz
Network and System Administration,46,40,65,intermediate,assignment
Software Engineering and Development,56,60,64,intermediate,quiz
CyberSecurity,67,41,69,intermediate,assignment
Data Science and Analytics,66,67,50,intermediate,video
Database Management,66,50,51,intermediate,assignment
Devops and Systems Integration,41,69,62,intermediate,quiz
IT Project Management,47,48,46,intermediate,video
Software Engineering and Development,52,42,57,intermediate,assignment
Devops and Systems Integration,70,66,47,intermediate,video
Devops and Systems Integration,59,55,59,intermediate,assignment
Software Engineering and Development,51,48,48,intermediate,assignment
Network and System Administration,44,43,43,intermediate,assignment
Artificial Intelligence and Machine Learning,43,47,41,intermediate,video
Software Engineering and Development,46,55,44,intermediate,video
Network and System Administration,55,63,47,intermediate,video
Database Management,46,64,58,intermediate,quiz
Network and System Administration,44,59,61,intermediate,quiz
Artificial Intelligence and Machine Learning,67,56,46,intermediate,video
CyberSecurity,62,52,60,intermediate,assignment
Network and System Administration,44,64,48,intermediate,quiz
Software Engineering and Development,53,46,56,intermediate,assignment
IT Project Management,47,49,47,intermediate,quiz
IT Project Management,68,50,60,intermediate,assignment
IT Project Management,63,53,65,intermediate,assignment
CyberSecurity,56,45,50,intermediate,assignment
CyberSecurity,49,44,52,intermediate,assignment
Network and System Administration,54,54,47,intermediate,video
Devops and Systems Integration,60,44,61,intermediate,assignment
Artificial Intelligence and Machine Learning,41,48,41,intermediate,quiz
Devops and Systems Integration,49,53,59,intermediate,quiz
Data Science and Analytics,59,52,51,intermediate,video
IT Project Management,56,49,70,intermediate,assignment
CyberSecurity,60,65,62,intermediate,quiz
CyberSecurity,66,57,61,intermediate,assignment
Network and System Administration,48,40,69,intermediate,assignment
Software Engineering and Development,65,49,63,intermediate,assignment
Web Development,63,62,50,intermediate,video
IT Project Management,58,63,45,intermediate,video
Data Science and Analytics,41,41,70,intermediate,quiz
Data Science and Analytics,46,60,41,intermediate,video
Network and System Administration,69,63,43,intermediate,video
Artificial Intelligence and Machine Learning,56,52,50,intermediate,video
CyberSecurity,63,68,53,intermediate,video
Web Development,48,59,48,intermediate,quiz
Web Development,69,50,50,intermediate,assignment
Cloud Computing,58,58,67,intermediate,quiz
Web Development,64,40,42,intermediate,assignment
IT Project Management,41,58,66,intermediate,quiz
Artificial Intelligence and Machine Learning,57,61,63,intermediate,quiz
Software Engineering and Development,54,52,48,intermediate,video
CyberSecurity,45,70,65,intermediate,quiz
Data Science and Analytics,61,52,56,intermediate,assignment
Artificial Intelligence and Machine Learning,55,51,45,intermediate,video
Artificial Intelligence and Machine Learning,60,64,57,intermediate,video
Software Engineering and Development,50,43,53,intermediate,assignment
Network and System Administration,50,67,52,intermediate,quiz
Web Development,46,68,53,intermediate,quiz
Cloud Computing,44,49,45,intermediate,quiz
Cloud Computing,63,41,62,intermediate,assignment
Cloud Computing,46,69,47,intermediate,quiz
IT Project Management,58,52,59,intermediate,assignment
Network and System Administration,66,59,57,intermediate,video
Software Engineering and Development,45,60,69,intermediate,quiz
Data Science and Analytics,69,63,63,intermediate,assignment
Database Management,46,53,57,intermediate,quiz
Database Management,51,47,70,intermediate,assignment
Network and System Administration,53,61,69,intermediate,quiz
Artificial Intelligence and Machine Learning,66,41,52,intermediate,assignment
Network and System Administration,69,62,44,intermediate,video
IT Project Management,48,69,63,intermediate,quiz
Network and System Administration,55,45,50,intermediate,assignment
Data Science and Analytics,49,64,42,intermediate,video
CyberSecurity,62,40,61,intermediate,assignment
CyberSecurity,59,61,61,intermediate,quiz
Network and System Administration,62,55,47,intermediate,video
Data Science and Analytics,64,58,51,intermediate,video
IT Project Management,50,67,49,intermediate,video
Web Development,68,43,49,intermediate,assignment
Web Development,54,60,49,intermediate,video
Cloud Computing,59,62,61,intermediate,quiz
CyberSecurity,64,58,50,intermediate,video
Data Science and Analytics,59,42,47,intermediate,assignment
Artificial Intelligence and Machine Learning,55,42,66,intermediate,assignment
Database Management,43,59,69,intermediate,quiz
Cloud Computing,58,42,66,intermediate,assignment
Devops and Systems Integration,60,40,66,intermediate,assignment
Devops and Systems Integration,53,40,47,intermediate,assignment
Web Development,55,43,65,intermediate,assignment
Network and System Administration,43,60,65,intermediate,quiz
Database Management,41,43,42,intermediate,quiz
Data Science and Analytics,58,59,64,intermediate,quiz
IT Project Management,42,68,56,intermediate,quiz
Web Development,46,52,49,intermediate,quiz
Devops and Systems Integration,58,55,43,intermediate,video
Artificial Intelligence and Machine Learning,42,55,51,intermediate,quiz
Network and System Administration,46,51,68,intermediate,quiz
Data Science and Analytics,51,68,42,intermediate,video
Data Science and Analytics,70,68,55,intermediate,video
Devops and Systems Integration,57,66,70,intermediate,quiz
CyberSecurity,45,47,45,intermediate,quiz
Network and System Administration,55,70,65,intermediate,quiz
Cloud Computing,48,65,49,intermediate,quiz
Software Engineering and Development,41,61,61,intermediate,quiz
Network and System Administration,48,67,65,intermediate,quiz
IT Project Management,52,60,55,intermediate,quiz
CyberSecurity,45,53,64,intermediate,quiz
Network and System Administration,48,60,54,intermediate,quiz
IT Project Management,57,62,64,intermediate,quiz
Web Development,60,59,56,intermediate,video
Software Engineering and Development,46,61,60,intermediate,quiz
Artificial Intelligence and Machine Learning,56,43,60,intermediate,assignment
Devops and Systems Integration,62,61,43,intermediate,video
Data Science and Analytics,53,67,68,intermediate,quiz
Software Engineering and Development,45,43,42,intermediate,video
Data Science and Analytics,65,54,41,intermediate,video
Web Development,42,67,49,intermediate,quiz
Software Engineering and Development,61,63,50,intermediate,video
IT Project Management,43,51,52,intermediate,quiz
Software Engineering and Development,56,63,49,intermediate,video
CyberSecurity,66,44,57,intermediate,assignment
IT Project Management,45,42,48,intermediate,assignment
Devops and Systems Integration,56,59,49,intermediate,video
Devops and Systems Integration,61,46,43,intermediate,video
Network and System Administration,70,62,53,intermediate,video
Software Engineering and Development,43,48,53,intermediate,quiz
Web Development,51,66,43,intermediate,video
Artificial Intelligence and Machine Learning,64,53,58,intermediate,assignment
Software Engineering and Development,46,50,67,intermediate,quiz
Web Development,51,61,57,intermediate,quiz
Network and System Administration,56,67,52,intermediate,video
Network and System Administration,62,53,42,intermediate,video
Software Engineering and Development,45,64,68,intermediate,quiz
Web Development,43,56,57,intermediate,quiz
Artificial Intelligence and Machine Learning,66,64,63,intermediate,video
Devops and Systems Integration,56,44,65,intermediate,assignment
Database Management,45,46,56,intermediate,quiz
CyberSecurity,57,43,61,intermediate,assignment
CyberSecurity,58,52,54,intermediate,assignment
Software Engineering and Development,41,63,54,intermediate,quiz
Devops and Systems Integration,59,42,61,intermediate,assignment
Devops and Systems Integration,57,64,68,intermediate,quiz
Web Development,43,47,58,intermediate,quiz
Database Management,53,61,60,intermediate,quiz
Data Science and Analytics,62,53,68,intermediate,assignment
Software Engineering and Development,53,42,52,intermediate,assignment
Data Science and Analytics,70,68,70,intermediate,assignment
Software Engineering and Development,54,44,41,intermediate,video
Cloud Computing,68,61,47,intermediate,video
Network and System Administration,46,48,69,intermediate,quiz
Web Development,63,62,53,intermediate,video
Artificial Intelligence and Machine Learning,68,58,43,intermediate,video
Data Science and Analytics,63,69,46,intermediate,video
Software Engineering and Development,52,57,68,intermediate,quiz
Software Engineering and Development,61,57,69,intermediate,assignment
Data Science and Analytics,51,55,63,intermediate,quiz
Database Management,50,50,47,intermediate,video
Cloud Computing,60,41,55,intermediate,assignment
CyberSecurity,63,63,68,intermediate,quiz
CyberSecurity,63,59,50,intermediate,video
Network and System Administration,42,52,58,intermediate,quiz
Devops and Systems Integration,62,65,55,intermediate,video
Artificial Intelligence and Machine Learning,68,60,41,intermediate,video
Database Management,52,70,48,intermediate,video
Artificial Intelligence and Machine Learning,58,54,47,intermediate,video
Data Science and Analytics,59,65,53,intermediate,video
Software Engineering and Development,49,56,68,intermediate,quiz
Software Engineering and Development,43,82,70,beginner,quiz
CyberSecurity,50,99,42,beginner,video
Cloud Computing,50,70,45,intermediate,video
Database Management,68,70,60,intermediate,video
IT Project Management,59,74,61,beginner,quiz
Software Engineering and Development,41,90,48,beginner,quiz
Web Development,60,91,68,beginner,quiz
Network and System Administration,65,78,51,beginner,video
Data Science and Analytics,44,88,64,beginner,quiz
Cloud Computing,67,74,63,beginner,video
Software Engineering and Development,49,83,44,beginner,video
Devops and Systems Integration,69,84,67,beginner,video
CyberSecurity,44,91,46,beginner,quiz
Devops and Systems Integration,52,84,63,beginner,quiz
Database Management,68,77,42,beginner,video
Web Development,54,72,68,beginner,quiz
Devops and Systems Integration,55,93,52,beginner,video
IT Project Management,60,90,44,beginner,video
Cloud Computing,50,92,54,beginner,quiz
Database Management,65,76,54,beginner,video
Artificial Intelligence and Machine Learning,51,95,48,beginner,video
Devops and Systems Integration,68,74,64,beginner,video
Data Science and Analytics,52,85,70,beginner,quiz
Cloud Computing,42,78,62,beginner,quiz
IT Project Management,57,78,45,beginner,video
Devops and Systems Integration,60,90,60,beginner,quiz
IT Project Management,65,84,68,beginner,quiz
Artificial Intelligence and Machine Learning,61,71,69,beginner,quiz
Cloud Computing,45,89,42,beginner,video
CyberSecurity,44,84,49,beginner,quiz
IT Project Management,43,98,42,beginner,video
Data Science and Analytics,46,80,46,beginner,quiz
Database Management,53,82,60,beginner,quiz
Data Science and Analytics,50,70,60,intermediate,quiz
Web Development,70,99,46,beginner,video
Data Science and Analytics,51,89,42,beginner,video
Software Engineering and Development,69,95,50,beginner,video
Cloud Computing,70,86,52,beginner,video
Data Science and Analytics,70,100,51,beginner,video
Database Management,59,100,60,beginner,quiz
Web Development,44,83,54,beginner,quiz
Cloud Computing,63,79,44,beginner,video
Web Development,54,75,43,beginner,video
Cloud Computing,65,84,64,beginner,video
Devops and Systems Integration,63,85,53,beginner,video
IT Project Management,55,89,50,beginner,video
Network and System Administration,51,82,64,beginner,quiz
Network and System Administration,41,98,64,beginner,quiz
Devops and Systems Integration,69,80,41,beginner,video
Network and System Administration,69,73,58,beginner,video
Software Engineering and Development,43,77,41,beginner,video
Database Management,67,76,52,beginner,video
Cloud Computing,64,100,63,beginner,video
Artificial Intelligence and Machine Learning,47,81,65,beginner,quiz
Network and System Administration,55,94,41,beginner,video
Data Science and Analytics,60,81,45,beginner,video
IT Project Management,53,71,60,beginner,quiz
Artificial Intelligence and Machine Learning,49,85,45,beginner,video
Database Management,53,96,51,beginner,video
Network and System Administration,43,77,55,beginner,quiz
Data Science and Analytics,62,87,42,beginner,video
Artificial Intelligence and Machine Learning,53,75,66,beginner,quiz
Network and System Administration,48,79,56,beginner,quiz
Devops and Systems Integration,62,90,65,beginner,quiz
Artificial Intelligence and Machine Learning,41,75,50,beginner,quiz
Network and System Administration,46,70,67,intermediate,quiz
Data Science and Analytics,58,83,42,beginner,video
Software Engineering and Development,53,77,56,beginner,quiz
Network and System Administration,69,77,52,beginner,video
Devops and Systems Integration,51,94,66,beginner,quiz
Data Science and Analytics,50,90,44,beginner,video
Database Management,53,77,66,beginner,quiz
Database Management,64,87,55,beginner,video
Devops and Systems Integration,60,100,63,beginner,quiz
IT Project Management,48,94,44,beginner,video
Cloud Computing,54,73,51,beginner,video
Artificial Intelligence and Machine Learning,52,82,43,beginner,video
CyberSecurity,56,88,67,beginner,quiz
Web Development,47,79,42,beginner,video
Data Science and Analytics,70,88,48,beginner,video
IT Project Management,46,71,53,beginner,quiz
CyberSecurity,48,98,67,beginner,quiz
Cloud Computing,60,91,47,beginner,video
CyberSecurity,48,84,45,beginner,video
IT Project Management,49,99,68,beginner,quiz
Data Science and Analytics,41,99,48,beginner,quiz
Data Science and Analytics,62,78,55,beginner,video
Cloud Computing,53,70,54,intermediate,quiz
Software Engineering and Development,67,98,49,beginner,video
Database Management,69,88,65,beginner,video
Data Science and Analytics,53,84,41,beginner,video
IT Project Management,58,82,46,beginner,video
Web Development,60,95,49,beginner,video
Cloud Computing,52,96,68,beginner,quiz
Artificial Intelligence and Machine Learning,52,94,63,beginner,quiz
Web Development,44,78,64,beginner,quiz
Web Development,53,79,53,beginner,quiz
Artificial Intelligence and Machine Learning,62,97,44,beginner,video
CyberSecurity,46,75,67,beginner,quiz
Cloud Computing,50,94,67,beginner,quiz
Network and System Administration,41,74,69,beginner,quiz
Database Management,46,96,65,beginner,quiz
Artificial Intelligence and Machine Learning,67,90,50,beginner,video
Web Development,44,98,53,beginner,quiz
Network and System Administration,41,81,50,beginner,quiz
Cloud Computing,45,82,61,beginner,quiz
Data Science and Analytics,46,76,59,beginner,quiz
Web Development,56,78,56,beginner,quiz
Data Science and Analytics,50,75,44,beginner,video
Web Development,60,75,52,beginner,video
Software Engineering and Development,60,72,42,beginner,video
Cloud Computing,51,99,59,beginner,quiz
Network and System Administration,46,89,45,beginner,video
Artificial Intelligence and Machine Learning,70,73,69,beginner,video
Data Science and Analytics,68,96,66,beginner,video
CyberSecurity,49,99,52,beginner,quiz
Artificial Intelligence and Machine Learning,61,71,64,beginner,quiz
Database Management,68,89,46,beginner,video
Web Development,64,88,45,beginner,video
Database Management,44,91,63,beginner,quiz
IT Project Management,55,78,70,beginner,quiz
Data Science and Analytics,49,80,46,beginner,video
IT Project Management,49,85,50,beginner,quiz
Software Engineering and Development,50,92,51,beginner,quiz
Network and System Administration,67,72,66,beginner,video
CyberSecurity,56,70,52,intermediate,video
CyberSecurity,43,92,48,beginner,quiz
CyberSecurity,67,88,44,beginner,video
Artificial Intelligence and Machine Learning,65,81,59,beginner,video
Software Engineering and Development,63,76,63,beginner,quiz
Web Development,51,89,60,beginner,quiz
Network and System Administration,50,91,65,beginner,quiz
Web Development,46,100,53,beginner,quiz
Devops and Systems Integration,67,87,60,beginner,video
IT Project Management,45,88,64,beginner,quiz
IT Project Management,45,100,50,beginner,quiz
IT Project Management,60,77,49,beginner,video
Data Science and Analytics,62,86,69,beginner,quiz
IT Project Management,43,97,54,beginner,quiz
Database Management,47,84,43,beginner,video
Network and System Administration,61,75,41,beginner,video
IT Project Management,61,92,59,beginner,video
Artificial Intelligence and Machine Learning,67,90,55,beginner,video
Database Management,60,84,43,beginner,video
Software Engineering and Development,65,70,59,intermediate,video
Artificial Intelligence and Machine Learning,65,86,69,beginner,quiz
Cloud Computing,58,89,68,beginner,quiz
CyberSecurity,64,87,61,beginner,video
CyberSecurity,59,79,50,beginner,video
Database Management,45,70,50,intermediate,quiz
Network and System Administration,42,95,66,beginner,quiz
Software Engineering and Development,41,76,44,beginner,quiz
Network and System Administration,59,77,44,beginner,video
Cloud Computing,45,78,42,beginner,video
IT Project Management,68,94,66,beginner,video
Web Development,42,91,61,beginner,quiz
Network and System Administration,41,79,44,beginner,quiz
Artificial Intelligence and Machine Learning,54,82,60,beginner,quiz
Web Development,41,95,47,beginner,quiz
Devops and Systems Integration,47,73,52,beginner,quiz
Devops and Systems Integration,41,83,48,beginner,quiz
Devops and Systems Integration,70,97,68,beginner,video
Network and System Administration,70,99,69,beginner,video
Artificial Intelligence and Machine Learning,46,80,50,beginner,quiz
Network and System Administration,42,75,45,beginner,quiz
Data Science and Analytics,57,81,45,beginner,video
IT Project Management,49,71,46,beginner,video
Artificial Intelligence and Machine Learning,68,92,57,beginner,video
Network and System Administration,63,82,64,beginner,quiz
CyberSecurity,42,71,70,beginner,quiz
Database Management,52,91,56,beginner,quiz
Network and System Administration,53,81,60,beginner,quiz
Network and System Administration,64,99,56,beginner,video
CyberSecurity,41,74,55,beginner,quiz
Artificial Intelligence and Machine Learning,56,95,51,beginner,video
Devops and Systems Integration,59,82,50,beginner,video
Database Management,70,88,41,beginner,video
Cloud Computing,43,82,47,beginner,quiz
Database Management,43,79,66,beginner,quiz
Network and System Administration,42,97,53,beginner,quiz
Web Development,61,74,49,beginner,video
IT Project Management,61,71,51,beginner,video
Software Engineering and Development,64,90,58,beginner,video
Devops and Systems Integration,48,76,60,beginner,quiz
Web Development,47,83,54,beginner,quiz
Web Development,48,71,65,beginner,quiz
IT Project Management,48,94,62,beginner,quiz
Artificial Intelligence and Machine Learning,41,98,67,beginner,quiz
Cloud Computing,63,89,50,beginner,video
Devops and Systems Integration,69,96,51,beginner,video
Web Development,43,76,70,beginner,quiz
CyberSecurity,53,80,64,beginner,quiz
Data Science and Analytics,62,85,59,beginner,video
Web Development,60,100,70,beginner,quiz
Network and System Administration,59,70,46,intermediate,video
Web Development,70,93,41,beginner,video
Artificial Intelligence and Machine Learning,52,71,70,beginner,quiz
Data Science and Analytics,64,85,48,beginner,video
Cloud Computing,43,76,43,beginner,quiz
Data Science and Analytics,52,92,65,beginner,quiz
CyberSecurity,44,71,65,beginner,quiz
CyberSecurity,61,97,56,beginner,video
Network and System Administration,65,75,69,beginner,quiz
Web Development,55,99,60,beginner,quiz
Network and System Administration,55,97,59,beginner,quiz
Software Engineering and Development,69,82,57,beginner,video
Data Science and Analytics,46,78,57,beginner,quiz
Web Development,68,95,51,beginner,video
Data Science and Analytics,70,76,59,beginner,video
Devops and Systems Integration,64,95,49,beginner,video
IT Project Management,70,83,51,beginner,video
Devops and Systems Integration,69,72,45,beginner,video
Cloud Computing,42,79,60,beginner,quiz
Network and System Administration,51,97,55,beginner,quiz
Network and System Administration,52,95,48,beginner,video
Artificial Intelligence and Machine Learning,51,79,67,beginner,quiz
Data Science and Analytics,58,96,53,beginner,video
Artificial Intelligence and Machine Learning,46,89,57,beginner,quiz
IT Project Management,48,87,47,beginner,video
Web Development,69,70,53,intermediate,video
Cloud Computing,67,83,50,beginner,video
Network and System Administration,56,89,66,beginner,quiz
Cloud Computing,61,96,68,beginner,quiz
Database Management,65,96,69,beginner,quiz
Database Management,54,91,51,beginner,video
Software Engineering and Development,59,71,69,beginner,quiz
Network and System Administration,63,79,44,beginner,video
Network and System Administration,43,79,70,beginner,quiz
Devops and Systems Integration,61,93,52,beginner,video
IT Project Management,41,76,57,beginner,quiz
IT Project Management,43,79,55,beginner,quiz
IT Project Management,51,70,62,intermediate,quiz
Devops and Systems Integration,46,90,53,beginner,quiz
Cloud Computing,58,95,65,beginner,quiz
Artificial Intelligence and Machine Learning,51,72,54,beginner,quiz
Network and System Administration,50,72,46,beginner,video
Cloud Computing,62,91,48,beginner,video
Software Engineering and Development,50,82,55,beginner,quiz
IT Project Management,54,88,60,beginner,quiz
Devops and Systems Integration,48,77,65,beginner,quiz
Cloud Computing,46,73,56,beginner,quiz
Devops and Systems Integration,65,84,63,beginner,video
Network and System Administration,52,91,67,beginner,quiz
Software Engineering and Development,68,88,45,beginner,video
Data Science and Analytics,55,71,56,beginner,quiz
Database Management,55,86,62,beginner,quiz
Artificial Intelligence and Machine Learning,58,89,56,beginner,video
Web Development,56,78,45,beginner,video
Cloud Computing,53,71,64,beginner,quiz
Software Engineering and Development,51,90,60,beginner,quiz
IT Project Management,44,91,45,beginner,quiz
Software Engineering and Development,52,87,68,beginner,quiz
Data Science and Analytics,59,96,59,beginner,quiz
Cloud Computing,52,84,62,beginner,quiz
Artificial Intelligence and Machine Learning,66,73,62,beginner,video
Database Management,66,93,66,beginner,quiz
Network and System Administration,69,76,66,beginner,video
Web Development,63,89,58,beginner,video
Data Science and Analytics,42,95,66,beginner,quiz
Web Development,42,95,58,beginner,quiz
Software Engineering and Development,64,90,70,beginner,quiz
Cloud Computing,70,93,53,beginner,video
Software Engineering and Development,59,86,45,beginner,video
Cloud Computing,56,80,51,beginner,video
Database Management,50,77,48,beginner,video
Artificial Intelligence and Machine Learning,42,99,46,beginner,quiz
Network and System Administration,61,84,68,beginner,quiz
Data Science and Analytics,59,94,65,beginner,quiz
Devops and Systems Integration,41,82,69,beginner,quiz
IT Project Management,55,77,50,beginner,video
Database Management,44,96,45,beginner,quiz
Database Management,60,99,47,beginner,video
Cloud Computing,54,85,56,beginner,quiz
Network and System Administration,52,79,67,beginner,quiz
Artificial Intelligence and Machine Learning,49,100,61,beginner,quiz
Data Science and Analytics,69,91,60,beginner,video
Artificial Intelligence and Machine Learning,66,73,64,beginner,video
Web Development,47,73,67,beginner,quiz
Web Development,67,89,59,beginner,video
Database Management,69,71,65,beginner,video
Devops and Systems Integration,69,87,65,beginner,video
CyberSecurity,69,97,63,beginner,video
CyberSecurity,56,71,60,beginner,quiz
Devops and Systems Integration,63,81,51,beginner,video
Cloud Computing,46,88,65,beginner,quiz
Devops and Systems Integration,62,94,58,beginner,video
IT Project Management,52,70,52,intermediate,quiz
Cloud Computing,59,88,51,beginner,video
Cloud Computing,53,77,55,beginner,quiz
Database Management,59,98,45,beginner,video
Database Management,54,75,43,beginner,video
Software Engineering and Development,62,99,43,beginner,video
CyberSecurity,54,79,44,beginner,video
Data Science and Analytics,46,72,62,beginner,quiz
Artificial Intelligence and Machine Learning,65,76,41,beginner,video
Artificial Intelligence and Machine Learning,48,98,42,beginner,video
Data Science and Analytics,69,89,67,beginner,video
Cloud Computing,66,99,63,beginner,video
Network and System Administration,43,81,53,beginner,quiz
CyberSecurity,50,74,65,beginner,quiz
CyberSecurity,69,89,58,beginner,video
Web Development,47,99,42,beginner,video
CyberSecurity,68,77,43,beginner,video
Web Development,55,80,52,beginner,video
Artificial Intelligence and Machine Learning,43,75,61,beginner,quiz
Devops and Systems Integration,64,93,67,beginner,quiz
Web Development,67,96,54,beginner,video
Data Science and Analytics,60,97,69,beginner,quiz
Network and System Administration,63,90,59,beginner,video
Cloud Computing,55,86,42,beginner,video
Devops and Systems Integration,60,70,50,intermediate,video
Devops and Systems Integration,45,95,42,beginner,video
CyberSecurity,50,94,47,beginner,video
Cloud Computing,65,85,63,beginner,video
Cloud Computing,62,77,53,beginner,video
Software Engineering and Development,43,84,69,beginner,quiz
Cloud Computing,49,75,48,beginner,video
Network and System Administration,48,76,69,beginner,quiz
Devops and Systems Integration,67,75,69,beginner,quiz
CyberSecurity,60,79,59,beginner,video
IT Project Management,68,81,45,beginner,video
Web Development,52,98,59,beginner,quiz
Cloud Computing,50,97,70,beginner,quiz
Network and System Administration,65,83,62,beginner,video
Software Engineering and Development,51,72,58,beginner,quiz
CyberSecurity,41,70,64,intermediate,quiz
Artificial Intelligence and Machine Learning,56,80,57,beginner,quiz
Network and System Administration,60,77,68,beginner,quiz
Data Science and Analytics,54,85,63,beginner,quiz
Cloud Computing,68,98,58,beginner,video
Artificial Intelligence and Machine Learning,46,95,44,beginner,video
Web Development,59,72,42,beginner,video
Devops and Systems Integration,55,100,43,beginner,video
Cloud Computing,70,91,62,beginner,video
IT Project Management,65,82,48,beginner,video
IT Project Management,53,89,67,beginner,quiz
Software Engineering and Development,43,83,42,beginner,video
Network and System Administration,59,100,53,beginner,video
Software Engineering and Development,51,90,41,beginner,video
IT Project Management,66,82,70,beginner,quiz
CyberSecurity,44,83,60,beginner,quiz
Software Engineering and Development,55,93,42,beginner,video
Data Science and Analytics,67,83,47,beginner,video
Data Science and Analytics,56,90,63,beginner,quiz
Web Development,50,84,48,beginner,video
Cloud Computing,43,79,62,beginner,quiz
Devops and Systems Integration,62,74,70,beginner,quiz
Cloud Computing,52,79,44,beginner,video
Network and System Administration,66,86,58,beginner,video
Artificial Intelligence and Machine Learning,54,74,60,beginner,quiz
Database Management,70,77,42,beginner,video
CyberSecurity,41,74,52,beginner,quiz
Software Engineering and Development,69,72,66,beginner,video
Devops and Systems Integration,45,80,70,beginner,quiz
Network and System Administration,65,79,52,beginner,video
IT Project Management,46,77,68,beginner,quiz
Database Management,45,82,62,beginner,quiz
Artificial Intelligence and Machine Learning,42,92,58,beginner,quiz
Data Science and Analytics,69,77,51,beginner,video
Web Development,44,88,69,beginner,quiz
Network and System Administration,53,86,46,beginner,video
Software Engineering and Development,47,86,50,beginner,quiz
Cloud Computing,44,95,55,beginner,quiz
Cloud Computing,66,84,48,beginner,video
CyberSecurity,47,75,64,beginner,quiz
Data Science and Analytics,56,76,69,beginner,quiz
Artificial Intelligence and Machine Learning,45,70,58,intermediate,quiz
Database Management,61,70,48,intermediate,video
Web Development,42,96,69,beginner,quiz
Artificial Intelligence and Machine Learning,51,98,66,beginner,quiz
IT Project Management,65,90,54,beginner,video
Software Engineering and Development,49,89,62,beginner,quiz
Artificial Intelligence and Machine Learning,52,72,49,beginner,video
Devops and Systems Integration,58,88,52,beginner,video
Cloud Computing,47,94,54,beginner,quiz
Database Management,48,82,64,beginner,quiz
IT Project Management,58,88,46,beginner,video
Devops and Systems Integration,47,84,59,beginner,quiz
